,URL,Blocking Quotient
9429,www.longchen-tools.com,Inaccessible more often than not
9430,longfong.esun.com.tw,Sometimes inaccessible
9431,www.longfor.com,Inaccessible in every test
9432,www.longgang.net,Sometimes inaccessible
9433,www.long-may.com,Sometimes inaccessible
9434,www.longmontfyi.com,Sometimes inaccessible
9435,www.longways.com,Inaccessible in every test
9436,www.longwaytour.com.tw,Sometimes inaccessible
9437,www.longwoods.com,Sometimes inaccessible
9438,www.longwu.com.tw,Sometimes inaccessible
9439,www.longxiangbreed.com,Sometimes inaccessible
9440,www.longyangtea.com,Inaccessible more often than not
9441,longyea.uhome.net,Inaccessible more often than not
9442,www.longyou-admixture.com,Sometimes inaccessible
9443,www.lonteng.com,Inaccessible more often than not
9444,www.look.taipei.gov.tw,Inaccessible significantly more often than not
9445,LookBook.go.to,Almost always inaccessible
9446,lookinforvicki.vickifamily.com,Sometimes inaccessible
9447,www.lookingup.org,Sometimes inaccessible
9448,www.loongchi.com.tw,Often inaccessible
9449,www.loonhuencourt.com,Sometimes inaccessible
9450,lopez.k12.wa.us,Often inaccessible
9451,www.lordjesus.homestead.com,Often inaccessible
9452,lordlawyers.in2000.com,Almost always inaccessible
9453,www.lordlink.com.tw,Inaccessible significantly more often than not
9454,www.lordoflifelincoln.org,Inaccessible in every test
9455,www.lordsarmy.50megs.com,Inaccessible in every test
9456,www.lorealtaiwan.com.tw,Sometimes inaccessible
9457,www.loreto.vic.edu.au,Sometimes inaccessible
9458,www.loriborgman.com,Almost always inaccessible
9459,www.loses.tyc.edu.tw,Inaccessible more often than not
9460,www.losfresnosnews.com,Sometimes inaccessible
9461,www.losgatoschristian.org,Sometimes inaccessible
9462,www.losroger.freeservers.com,Inaccessible in every test
9463,www.loss-obesity.com,Almost always inaccessible
9464,www.lost-found-china.com,Sometimes inaccessible
9465,www.lostfriends.com,Sometimes inaccessible
9466,www.lostquotes.com,Inaccessible in every test
9467,www.lothac.homestead.com,Often inaccessible
9468,www.lotong.gov.tw,Inaccessible significantly more often than not
9469,lottery.chinatimes.com,Often inaccessible
9470,www.lotus.org.tw,Sometimes inaccessible
9471,www.lotus2000.net,Sometimes inaccessible
9472,www.lotusa.com.tw,Inaccessible more often than not
9473,lotuskingdom.myetang.com,Sometimes inaccessible
9474,lotutor.uhome.net,Almost always inaccessible
9475,lou6904.uhome.net,Almost always inaccessible
9476,www.loudnet.com,Sometimes inaccessible
9477,www.loudountimes.com,Sometimes inaccessible
9478,www.louisville.com,Sometimes inaccessible
9479,www.louisville.edu,Sometimes inaccessible
9480,louisvillekbc.org,Almost always inaccessible
9481,www.lourdes.edu,Sometimes inaccessible
9482,lovableses.uhome.net,Inaccessible significantly more often than not
9483,love.25184.com,Almost always inaccessible
9484,love.backchina.com,Inaccessible in every test
9485,love.hongkongdog.com,Almost always inaccessible
9486,www.love1314.net,Inaccessible in every test
9487,www.love138.com,Inaccessible in every test
9488,love2ask.cjb.net,Inaccessible significantly more often than not
9489,love7474.39m.net,Almost always inaccessible
9490,www.lovecenter.org,Inaccessible in every test
9491,lovecookie.50megs.com,Almost always inaccessible
9492,www.LoveDJ.cjb.net,Inaccessible in every test
9493,www.lovefriendclub.com,Inaccessible in every test
9494,lovegcgoobi.homestead.com,Inaccessible more often than not
9495,www.loveheaven.com.tw,Inaccessible significantly more often than not
9496,lovekary.iscute.com,Almost always inaccessible
9497,lovekentw.tripod.com,Almost always inaccessible
9498,loveland.uhome.net,Almost always inaccessible
9499,www.lovelandfyi.com,Sometimes inaccessible
9500,lovelandy.in2000.com,Almost always inaccessible
9501,lovemusk.com,Almost always inaccessible
9502,lovenchat.uhome.net,Almost always inaccessible
9503,www.lovenet.co.uk,Sometimes inaccessible
9504,www.loveofgod.org,Sometimes inaccessible
9505,loveparty.uhome.net,Sometimes inaccessible
9506,www.lovescopes.net,Inaccessible in every test
9507,lovesea.cjb.net,Almost always inaccessible
9508,www.lovest.f4w.net,Inaccessible in every test
9509,lovetown.members.easyspace.com,Inaccessible significantly more often than not
9510,lovetree.forest.gov.tw,Inaccessible significantly more often than not
9511,lovetree.uhome.net,Almost always inaccessible
9512,lovevanness.netfirms.com,Almost always inaccessible
9513,loveweb.uhome.net,Almost always inaccessible
9514,lovewin.virtualave.net,Almost always inaccessible
9515,www.lovewo.com,Sometimes inaccessible
9516,loveyouonly.justhomepage.com,Almost always inaccessible
9517,www.lowcountrynow.com,Sometimes inaccessible
9518,www.lowestoft.ac.uk,Sometimes inaccessible
9519,www.lp.org,Sometimes inaccessible
9520,lp32.tripod.com,Almost always inaccessible
9521,lp999.dns2go.com,Often inaccessible
9522,lpf.ai.mit.edu,Sometimes inaccessible
9523,www.lpf.com,Almost always inaccessible
9524,www.lpf.org,Often inaccessible
9525,www.lpjh.ylc.edu.tw,Sometimes inaccessible
9526,www.lqshows.com,Inaccessible in every test
9527,www.lqy.20m.com,Inaccessible in every test
9528,www.lrsh.tp.edu.tw,Almost always inaccessible
9529,www.lrt.hccg.gov.tw,Almost always inaccessible
9530,ls.hnxq.com,Almost always inaccessible
9531,www.lsb.gov.tw,Inaccessible significantly more often than not
9532,lsbmc.faithweb.com,Almost always inaccessible
9533,lscompany.com.tw,Almost always inaccessible
9534,lseser.in2000.com,Almost always inaccessible
9535,www.lshg.com,Sometimes inaccessible
9536,www.lshj.com.tw,Sometimes inaccessible
9537,www.lsi.upc.es,Sometimes inaccessible
9538,www.lsjdyb.com,Sometimes inaccessible
9539,www.lskcn.com,Inaccessible in every test
9540,www.lslo.gov.uk,Sometimes inaccessible
9541,www.lsucrusade.org,Almost always inaccessible
9542,www.lsxz.nj-enterprise.com,Inaccessible more often than not
9543,www.lszy.com,Inaccessible in every test
9544,www.lt21.com.tw,Inaccessible more often than not
9545,ltcheung.uhome.net,Almost always inaccessible
9546,www.ltcpa.org.tw,Sometimes inaccessible
9547,www.ltes.cy.edu.tw,Sometimes inaccessible
9548,ltisypasc.netfirms.com,Almost always inaccessible
9549,www.ltjh.cy.edu.tw,Sometimes inaccessible
9550,www.ltjkpg.se,Sometimes inaccessible
9551,www.ltpss.edu.hk,Sometimes inaccessible
9552,www.ltsg.edu,Sometimes inaccessible
9553,www.ltsp.org,Almost always inaccessible
9554,www.ltt.com.tw,Sometimes inaccessible
9555,www.ltvs.tyc.edu.tw,Sometimes inaccessible
9556,www.lubbock-magazine.com,Often inaccessible
9557,www.lubbockonline.com,Sometimes inaccessible
9558,www.luchu.gov.tw,Inaccessible significantly more often than not
9559,www.lucida.com.tw,Sometimes inaccessible
9560,www.lucier.cc,Sometimes inaccessible
9561,luckman.iscool.net,Inaccessible significantly more often than not
9562,www.lucky-bamboo.com,Inaccessible in every test
9563,www.lucky-battery.com.tw,Sometimes inaccessible
9564,www.luckystarhall.com,Inaccessible in every test
9565,luckytop.idv.tw,Almost always inaccessible
9566,lucoco.7-tour.com.tw,Sometimes inaccessible
9567,lucyy.in2000.com,Inaccessible significantly more often than not
9568,www.ludingtondailynews.com,Sometimes inaccessible
9569,www.luenfat.co-ltd.com,Almost always inaccessible
9570,luentai.uhome.net,Almost always inaccessible
9571,luenyick.cjb.net,Almost always inaccessible
9572,www.luf.se,Sometimes inaccessible
9573,www.lufthansa-greaterchina.com,Sometimes inaccessible
9574,www.lui.com.tw,Sometimes inaccessible
9575,lui-simon.tripod.com,Inaccessible significantly more often than not
9576,luiwin.uhome.net,Almost always inaccessible
9577,www.lujou.tpc.gov.tw,Inaccessible significantly more often than not
9578,www.lukang.gov.tw,Inaccessible more often than not
9579,www.lukanhr.gov.tw,Inaccessible more often than not
9580,www.lukesociety.org,Sometimes inaccessible
9581,www.luku.gov.tw,Inaccessible significantly more often than not
9582,www.lukumi.nu,Inaccessible in every test
9583,www.lukyam.com,Sometimes inaccessible
9584,www.lulala.org,Sometimes inaccessible
9585,www.lulala.org.tw,Sometimes inaccessible
9586,www.lumberjackonline.com,Sometimes inaccessible
9587,www.LumenOcculere.com,Inaccessible in every test
9588,www.luminist.org,Sometimes inaccessible
9589,luminousdata.com,Almost always inaccessible
9590,www.luminousdata.com,Inaccessible in every test
9591,www.lumlum.com,Inaccessible in every test
9592,luna.wellesley.edu,Sometimes inaccessible
9593,www.lunarmagazine.com,Sometimes inaccessible
9594,lundian.com,Almost always inaccessible
9595,www.lungcancerfrontiers.org,Often inaccessible
9596,www.lungcanceronline.org,Inaccessible in every test
9597,lungchi.tnhg.gov.tw,Inaccessible more often than not
9598,www.lungchu.com.tw,Sometimes inaccessible
9599,www.lungjing.gov.tw,Inaccessible in every test
9600,www.lungkow-vermicelli.com,Sometimes inaccessible
9601,www.lungtan.gov.tw,Inaccessible significantly more often than not
9602,www.lungtanhr.gov.tw,Inaccessible more often than not
9603,www.lungusa.org,Sometimes inaccessible
9604,www.luoer.com,Sometimes inaccessible
9605,www.luojia.lyinfo.ha.cn,Often inaccessible
9606,www.lusansh.com,Sometimes inaccessible
9607,www.lustrechristian.org,Sometimes inaccessible
9608,www.luth.se,Sometimes inaccessible
9609,www.luthasia.net,Inaccessible in every test
9610,www.luther.de,Sometimes inaccessible
9611,www.lutheran.lv,Sometimes inaccessible
9612,www.lutherancentral.com,Sometimes inaccessible
9613,www.lutherbible.org,Inaccessible in every test
9614,www.luton.cc,Inaccessible in every test
9615,www.luton.gov.uk,Sometimes inaccessible
9616,luvluveri.uhome.net,Almost always inaccessible
9617,luyeh.bestin1.com,Sometimes inaccessible
9618,www.luzhong.com,Inaccessible more often than not
9619,www.lva.lib.va.us,Sometimes inaccessible
9620,www.lvbusinesspress.com,Sometimes inaccessible
9621,www.lvccld.lib.nv.us,Often inaccessible
9622,www.lver.com.tw,Sometimes inaccessible
9623,www.lvningxin.y365.com,Sometimes inaccessible
9624,www.lvshencao.com,Inaccessible more often than not
9625,www.lvstyle.com,Sometimes inaccessible
9626,lvtimes.com,Almost always inaccessible
9627,www.lwccyork.com,Sometimes inaccessible
9628,www.lwcfellsworth.org,Almost always inaccessible
9629,lwei.8m.com,Almost always inaccessible
9630,www.lwk-hannover.de,Sometimes inaccessible
9631,www.lwphc.com,Inaccessible in every test
9632,www.lwymzx.com,Sometimes inaccessible
9633,www.LX.com.tw,Inaccessible more often than not
9634,www.lxglove.com,Sometimes inaccessible
9635,lxhs.k12.net.cn,Sometimes inaccessible
9636,www.lxmachine.com,Often inaccessible
9637,www.lxsdc.com,Sometimes inaccessible
9638,www.lxspace.net,Almost always inaccessible
9639,www.lxyz.net,Sometimes inaccessible
9640,www.ly.gov.tw,Inaccessible significantly more often than not
9641,www.lyac.edu.cn,Sometimes inaccessible
9642,www.lycopene.com,Sometimes inaccessible
9643,www.lyes.ptc.edu.tw,Sometimes inaccessible
9644,www.lyginfo.js.cn,Sometimes inaccessible
9645,www.lygsh.ilc.edu.tw,Sometimes inaccessible
9646,lyk2001.uhome.net,Almost always inaccessible
9647,www.lykhk.com,Sometimes inaccessible
9648,www.lylangchao.com,Sometimes inaccessible
9649,www.lylw.com.cn,Sometimes inaccessible
9650,www.lyly.com.tw,Inaccessible more often than not
9651,www.lyncote.com,Inaccessible in every test
9652,www.lyndentrib.com,Sometimes inaccessible
9653,www.lyp.ks.edu.tw,Sometimes inaccessible
9654,www.lypcc.com.cn,Sometimes inaccessible
9655,www.lyqx.lyptt.ha.cn,Sometimes inaccessible
9656,www.lyqy.net,Inaccessible in every test
9657,lyric.isfunny.com,Almost always inaccessible
9658,lyricsworld.uhome.net,Almost always inaccessible
9659,lyrictown.tripod.com,Inaccessible significantly more often than not
9660,www.lysanderspooner.org,Inaccessible significantly more often than not
9661,www.lyxs.cn.gs,Sometimes inaccessible
9662,lzdn.5555.cc,Almost always inaccessible
9663,www.lzlj.com.cn,Inaccessible more often than not
9664,lzyjs.my.west163.com,Almost always inaccessible
9665,www.lzy-knitting.com,Inaccessible significantly more often than not
9666,www.lzzyc.com,Inaccessible in every test
9667,m168.friendpages.com,Almost always inaccessible
9668,www.m5260.netfirms.com,Inaccessible in every test
9669,www.ma.hw.ac.uk,Sometimes inaccessible
9670,www.maabatakali.org,Inaccessible in every test
9671,www.maag.com.tw,Sometimes inaccessible
9672,www.maasdigital.com,Almost always inaccessible
9673,www.mab.uscourts.gov,Almost always inaccessible
9674,www.mac.drake.edu,Sometimes inaccessible
9675,www.mac.gov.tw,Inaccessible significantly more often than not
9676,www.macalstr.edu,Sometimes inaccessible
9677,macau.mom.in2000.com,Almost always inaccessible
9678,www.macaubiz.net,Often inaccessible
9679,macaucanoe.cjb.net,Inaccessible significantly more often than not
9680,macau-horses.tripod.com,Inaccessible significantly more often than not
9681,macaukendo.tripod.com,Inaccessible significantly more often than not
9682,macauleo.uhome.net,Almost always inaccessible
9683,www.macaunatacao.org.mo,Inaccessible in every test
9684,www.macauwinner.com,Inaccessible in every test
9685,www.maccabi-health.co.il,Sometimes inaccessible
9686,www.macedoniaofcharlotte.org,Often inaccessible
9687,macfadden.mit.edu:9500,Often inaccessible
9688,www.machine-online.com,Inaccessible in every test
9689,www.machinerynet.com.tw,Sometimes inaccessible
9690,www.machineworm.com,Sometimes inaccessible
9691,machome.itgo.com,Almost always inaccessible
9692,www.macleans.ca,Sometimes inaccessible
9693,www.macon.com,Inaccessible in every test
9694,www.macontelegraph.com,Almost always inaccessible
9695,www.macrao.org,Inaccessible in every test
9696,www.macross.com.hk.ro,Inaccessible in every test
9697,www.macroviewtimes.net,Inaccessible significantly more often than not
9698,macula55.myetang.com,Sometimes inaccessible
9699,www.mad.uscourts.gov,Inaccessible in every test
9700,madame.faithweb.com,Almost always inaccessible
9701,www.madegg.com.tw,Inaccessible more often than not
9702,www.made-in-china.com,Sometimes inaccessible
9703,www.MadeInChinaToys.com,Almost always inaccessible
9704,www.madhunt.com,Inaccessible significantly more often than not
9705,madou.tnhg.gov.tw,Inaccessible more often than not
9706,www.maecha.org.tw,Inaccessible more often than not
9707,www.maesun.com,Sometimes inaccessible
9708,www.maf.go.kr,Sometimes inaccessible
9709,www.maff.gov.uk,Sometimes inaccessible
9710,www.mafic.ac.cn,Sometimes inaccessible
9711,www.mafk.org,Almost always inaccessible
9712,www.mag.staroad.net,Sometimes inaccessible
9713,www.magamall.com,Sometimes inaccessible
9714,www.magazin.ro,Sometimes inaccessible
9715,www.magazinedepot.com,Sometimes inaccessible
9716,www.magazinefavorites.com,Sometimes inaccessible
9717,www.magazinegiving.com,Sometimes inaccessible
9718,www.magazine-mecca.com,Sometimes inaccessible
9719,magazines.mymags.com,Sometimes inaccessible
9720,www.magazines.org.au,Sometimes inaccessible
9721,www.magazinesofamerica.com,Sometimes inaccessible
9722,www.magazinesource.com,Sometimes inaccessible
9723,www.maggiewong.freeservers.com,Inaccessible in every test
9724,magic_rabbit1.tripod.com,Almost always inaccessible
9725,magic6th.cjb.net,Inaccessible significantly more often than not
9726,www.magicallove.com.tw,Sometimes inaccessible
9727,www.magicdragon.com,Almost always inaccessible
9728,www.magic-jewelry.com,Inaccessible in every test
9729,www.magickalcam.com,Sometimes inaccessible
9730,www.magickaldreamers.com,Almost always inaccessible
9731,www.magickalforest.nu,Inaccessible in every test
9732,www.magick-whispers.com,Sometimes inaccessible
9733,www.magicoftibet.com,Inaccessible in every test
9734,www.magnetlock.com.tw,Sometimes inaccessible
9735,www.MagsDirect.com,Sometimes inaccessible
9736,www.magtech.com.hk,Sometimes inaccessible
